"Id","SalePrice"
1461,125143.350930749
1462,162651.099595751
1463,180194.040719843
1464,190208.258032342
1465,195710.550535837
1466,169179.835226449
1467,166386.74886202
1468,162879.417963085
1469,182818.643270068
1470,126302.367304548
1471,205753.051942605
1472,97492.2989500786
1473,96849.5770302265
1474,153696.211524807
1475,130860.149567328
1476,377199.689189798
1477,247040.681998882
1478,288768.983800626
1479,257291.342596799
1480,492374.79522731
1481,305457.684060199
1482,212549.633103105
1483,172445.814505
1484,168337.328323841
1485,176198.204381721
1486,194379.810365308
1487,328951.315081719
1488,229394.062054331
1489,196489.950870384
1490,206976.244891854
1491,192416.594597198
1492,91898.4257584776
1493,180797.98564024
1494,285434.280920078
1495,295699.648195466
1496,242343.158350589
1497,179289.680817393
1498,166876.745315734
1499,164519.434691219
1500,153606.34916234
1501,171910.164436392
1502,157959.169143468
1503,311787.090068665
1504,234921.701619077
1505,225274.641929245
1506,187515.938948503
1507,231987.393612302
1508,202568.468391537
1509,166203.863815196
1510,148364.179690719
1511,141566.81660041
1512,170666.697995508
1513,136782.33467268
1514,159567.906750491
1515,193199.322375553
1516,156701.984663748
1517,165961.160681703
1518,138937.463397596
1519,228458.452955494
1520,134139.600526361
1521,136181.415307419
1522,163980.75578185
1523,107872.240966576
1524,123988.156123866
1525,126788.962930838
1526,119731.657827899
1527,103400.669389906
1528,133007.185830554
1529,148839.097299081
1530,176956.930414768
1531,114658.048234481
1532,108657.279019586
1533,141085.891812595
1534,119817.450657135
1535,159060.472679669
1536,107145.130725272
1537,69355.8632740369
1538,180522.85791886
1539,207455.483261863
1540,90516.0532761992
1541,143012.415650243
1542,135712.568798432
1543,218938.606559004
1544,91405.9130119464
1545,106121.411051267
1546,120440.431181852
1547,138240.544527736
1548,132275.466970594
1549,118092.565581397
1550,138610.155679415
1551,120807.20465376
1552,132944.814163131
1553,145639.553893902
1554,106264.675866517
1555,163995.476418973
1556,88144.1414171223
1557,103773.398723258
1558,93463.6195574513
1559,76976.9993950941
1560,146223.65828816
1561,134406.61942611
1562,127825.278059039
1563,123625.329156895
1564,159947.58225038
1565,148289.089716198
1566,235122.127370347
1567,72851.6368138034
1568,224742.705461146
1569,140944.622684975
1570,138500.161915088
1571,129139.172461302
1572,151686.070036173
1573,264210.702446123
1574,116725.453603669
1575,233803.059612168
1576,221926.603098204
1577,190792.781434454
1578,149261.145198919
1579,140766.732311841
1580,189740.328334662
1581,143401.272682588
1582,128528.267059344
1583,320257.79509324
1584,231292.744175125
1585,139534.66279397
1586,82085.6329053222
1587,100285.185991092
1588,150681.868181106
1589,96488.4589915724
1590,133553.678078743
1591,97742.2777066174
1592,117319.665389685
1593,130200.316999896
1594,135879.474663289
1595,109226.902810336
1596,234485.98173426
1597,200912.225214191
1598,218324.596937841
1599,190302.296187059
1600,185346.956777667
1601,84875.702788745
1602,103753.611131826
1603,90162.3759927847
1604,277217.74603933
1605,239686.94965628
1606,164511.12445971
1607,154041.13161474
1608,220033.750263995
1609,188193.32393201
1610,147628.639851902
1611,140586.244341015
1612,162492.995988476
1613,150253.251673866
1614,126887.745764064
1615,95179.405853594
1616,76797.2484223005
1617,96076.6822755063
1618,124243.670505748
1619,136085.10988909
1620,147801.707285261
1621,127937.183554176
1622,141531.509450943
1623,279393.903661339
1624,220839.975843135
1625,125579.862509844
1626,167065.153019433
1627,178523.305090673
1628,279570.263637749
1629,174267.032796815
1630,388472.249799442
1631,227411.98008202
1632,236848.360136564
1633,163644.496294724
1634,181616.851772867
1635,181271.336114729
1636,150009.989251979
1637,177581.500733568
1638,212260.043994424
1639,182371.227890901
1640,264088.169260157
1641,180880.251665134
1642,222334.726665075
1643,220286.062425954
1644,230712.814519146
1645,182674.159301137
1646,158623.860065877
1647,165756.806747897
1648,134115.257388365
1649,135868.833020488
1650,112099.266605593
1651,120362.810791225
1652,98076.4471456279
1653,97569.2675101563
1654,152477.392221789
1655,151370.675867634
1656,145193.683518755
1657,149228.646979582
1658,151689.790553585
1659,139984.324946745
1660,153424.997362804
1661,455849.450776377
1662,424710.611002532
1663,374411.255168871
1664,496766.105009393
1665,315969.333880006
1666,336246.434312193
1667,383639.393175872
1668,336098.432254723
1669,299373.206856181
1670,353103.893223485
1671,260156.114368484
1672,491645.095123311
1673,285305.636120216
1674,238298.043821228
1675,185281.161224751
1676,184204.993793368
1677,202794.790982745
1678,486028.127080006
1679,399823.22866373
1680,339393.472486098
1681,274261.643411823
1682,283157.050579502
1683,177886.112856599
1684,177558.200431715
1685,174182.163526146
1686,170146.549226163
1687,163455.267260092
1688,186224.619263156
1689,189031.229796786
1690,192985.018516523
1691,177035.74037667
1692,274042.5104271
1693,169271.573125191
1694,177414.964491722
1695,162768.345202689
1696,267469.021377474
1697,170194.160059325
1698,370488.697275888
1699,320332.879359002
1700,245181.49841841
1701,263781.811768767
1702,247816.11700513
1703,250743.476862444
1704,291484.550329182
1705,238902.282154984
1706,457213.4517723
1707,222442.213374331
1708,206285.823586643
1709,277335.657046043
1710,219974.437946647
1711,256639.880737299
1712,249101.634638331
1713,264976.690832313
1714,223486.374835308
1715,203678.805938181
1716,185072.969972628
1717,176841.306526593
1718,138824.320914515
1719,206741.231220279
1720,238015.617879826
1721,167409.252715677
1722,133340.65714132
1723,153117.270647988
1724,210873.867814987
1725,241286.776135926
1726,183888.062351017
1727,157012.200460918
1728,180945.932326163
1729,159204.837997813
1730,155151.947434556
1731,118575.675569173
1732,133519.649896912
1733,119928.543978589
1734,120729.126104969
1735,139570.492994643
1736,115279.768211329
1737,370617.636636879
1738,211164.130612809
1739,312382.932733746
1740,211977.664827465
1741,190722.126068384
1742,165542.824615326
1743,171932.624756721
1744,301181.367965313
1745,225188.468783967
1746,219582.462915249
1747,230268.938314918
1748,214815.269707745
1749,153766.73911627
1750,126702.907146394
1751,238230.725294542
1752,125427.557265271
1753,143661.936113647
1754,201320.594977396
1755,168950.896217428
1756,122932.40391805
1757,122333.362887123
1758,140809.06394776
1759,162160.101659962
1760,162107.085363279
1761,136399.849674084
1762,180840.489106133
1763,174984.163839861
1764,120888.83157998
1765,172459.895103092
1766,171529.37191228
1767,213426.347946289
1768,145716.171013923
1769,176451.565318495
1770,149983.645154158
1771,133104.887810711
1772,135602.814258253
1773,122960.525701277
1774,117301.120278187
1775,138703.831696158
1776,115899.215464085
1777,112545.709988141
1778,144964.509743227
1779,120961.386045053
1780,179541.884674468
1781,135122.927349322
1782,94742.836699626
1783,130715.737353909
1784,101682.786048014
1785,119271.248931944
1786,159898.400375912
1787,162363.738088971
1788,71912.5995824171
1789,112569.911155272
1790,83004.6236967172
1791,183092.818370387
1792,153204.383473856
1793,131466.001001113
1794,149585.145418331
1795,133083.095346648
1796,136960.676521208
1797,107487.045833419
1798,127771.705082933
1799,118297.17361793
1800,139925.418513586
1801,130070.627275855
1802,136511.429331128
1803,149674.159911971
1804,145309.57100774
1805,140561.350476719
1806,121243.203509071
1807,128868.890274232
1808,131625.459963199
1809,121971.860210508
1810,143532.200974695
1811,94940.075486423
1812,98287.5132138758
1813,120706.812934416
1814,100667.849004273
1815,60795.1739222405
1816,97508.3976695991
1817,112520.956545216
1818,152037.085965398
1819,123066.803628868
1820,57868.4042121769
1821,113320.624920133
1822,153015.586870691
1823,38903.6773297104
1824,133306.866860919
1825,124679.75967774
1826,101606.792295699
1827,101851.821051779
1828,136390.316225264
1829,115849.345711156
1830,136889.742516531
1831,172494.207663638
1832,87595.1367746727
1833,135461.929881568
1834,118551.50215886
1835,144500.980744635
1836,122480.029483888
1837,96647.7497426834
1838,122833.995046098
1839,83853.2665931695
1840,148444.527501523
1841,147047.554379693
1842,72441.7147197279
1843,130560.266801027
1844,143381.006467346
1845,137701.492402617
1846,153002.587469379
1847,154821.439024721
1848,56458.5432569653
1849,117146.968306253
1850,122882.515277551
1851,156291.632855483
1852,131204.014676612
1853,132789.798243986
1854,169835.464067223
1855,140358.510089311
1856,215182.333703079
1857,156689.013307397
1858,133611.357677563
1859,123911.187684563
1860,149352.260648536
1861,123621.648946526
1862,314324.339517638
1863,293867.706067167
1864,293867.706067167
1865,347476.190277297
1866,354538.114635959
1867,244911.644841696
1868,306645.787367466
1869,200635.585580127
1870,252046.524444734
1871,252602.37672359
1872,174036.75599879
1873,231827.865432433
1874,143823.733641745
1875,206759.459710977
1876,189010.468638892
1877,221305.363307965
1878,199819.637023481
1879,131868.367821764
1880,134489.268063453
1881,242604.616392033
1882,253226.539265838
1883,191089.127252236
1884,202003.064686293
1885,251103.962246841
1886,296931.257661053
1887,213669.458632446
1888,290108.41038202
1889,164249.193235072
1890,135159.807474656
1891,129285.24912014
1892,104101.611068437
1893,137925.815308575
1894,127155.742935214
1895,144818.39444374
1896,125351.985402377
1897,107610.405819871
1898,114280.46451211
1899,158185.612486616
1900,148616.976551261
1901,178229.528852581
1902,145216.382571995
1903,221132.85827204
1904,147110.068152963
1905,188064.460993685
1906,176017.064260358
1907,208464.872154114
1908,112198.689399436
1909,141700.417570792
1910,126787.433301015
1911,209639.434465793
1912,324212.728254641
1913,148425.83677106
1914,61589.9666758819
1915,326775.113018597
1916,69598.6527020197
1917,264346.283801895
1918,140434.036978745
1919,163900.602852551
1920,139708.935276861
1921,454283.128112883
1922,345121.706477211
1923,211043.933195791
1924,233321.097096763
1925,212266.781929855
1926,404040.601131626
1927,137540.795803501
1928,150168.578812758
1929,123545.664990635
1930,129298.429266598
1931,142149.510700011
1932,129621.402778404
1933,173990.118598051
1934,172424.413322359
1935,168642.525160318
1936,175786.445225176
1937,180191.085061321
1938,167462.986721591
1939,252690.525433193
1940,192605.694010819
1941,164910.646025347
1942,185402.076484934
1943,208960.461951012
1944,347267.943154109
1945,384017.787197926
1946,154574.837288939
1947,314466.669206026
1948,178349.615648958
1949,243706.428688686
1950,180160.0759551
1951,268007.461152956
1952,228991.34197341
1953,164536.056450272
1954,198296.664341482
1955,129612.264285313
1956,307673.768566232
1957,153384.824878935
1958,312942.900287444
1959,138660.939254748
1960,116199.447848904
1961,116720.019426377
1962,99323.6862615761
1963,104781.700628565
1964,102673.043995175
1965,144924.820775384
1966,151317.550049431
1967,287155.457193083
1968,477791.068828664
1969,405807.624247034
1970,466528.703860922
1971,422396.694299628
1972,386364.110152402
1973,267179.515996114
1974,316251.57651015
1975,510577.369805592
1976,269731.282062535
1977,357251.308362257
1978,374310.62765779
1979,328909.115385445
1980,180694.13449642
1981,348032.964795615
1982,226251.099209463
1983,209496.233152497
1984,168184.444857301
1985,219260.995060497
1986,214569.462483276
1987,182629.772006235
1988,176882.520144822
1989,192291.499192649
1990,218915.103519491
1991,226884.734517141
1992,207343.950613045
1993,172145.297648819
1994,239961.056665936
1995,178886.222639643
1996,255189.193620596
1997,321031.123814235
1998,338570.20333349
1999,260071.448835384
2000,306394.368253953
2001,252138.989753155
2002,244221.961101124
2003,239117.485089199
2004,257203.122398937
2005,234044.59290525
2006,229183.368891973
2007,248703.877732516
2008,213129.563941487
2009,185653.535367634
2010,194250.02876057
2011,145762.572849792
2012,176801.643525903
2013,180329.154743339
2014,183202.138301562
2015,201764.028590047
2016,187002.37989239
2017,202546.948097748
2018,124978.052216798
2019,139798.522977477
2020,112668.715871354
2021,112579.116737704
2022,183606.996073565
2023,130823.845017332
2024,247728.843510679
2025,383010.00560653
2026,173734.424625751
2027,151979.355116862
2028,155417.90683659
2029,157606.675988195
2030,277332.72275756
2031,262275.766021534
2032,276522.312367127
2033,273633.565754589
2034,162712.777470103
2035,207100.941466841
2036,194504.712237857
2037,199955.021420737
2038,298669.378883741
2039,233635.179663022
2040,387438.954484796
2041,277151.69444458
2042,202063.492849207
2043,170656.429813931
2044,166737.626464648
2045,217561.084338777
2046,140881.809665231
2047,145294.105172126
2048,135012.77899001
2049,135039.063890575
2050,186102.846824303
2051,113021.355038533
2052,124936.103772524
2053,148336.880072992
2054,87933.5317229611
2055,160450.578107868
2056,141515.268452073
2057,122218.77857374
2058,234237.54680249
2059,136598.620523888
2060,167972.703319008
2061,182524.252920624
2062,133287.162228979
2063,120331.635295288
2064,139291.374296941
2065,122670.602934905
2066,169983.01044439
2067,128304.712117824
2068,135406.253006408
2069,83906.1701239385
2070,110912.61931084
2071,93247.2641903957
2072,134551.95879917
2073,144425.85787727
2074,187242.11893781
2075,148339.909725271
2076,124430.880015612
2077,153771.247063234
2078,129552.093491792
2079,129891.966632565
2080,118070.756369532
2081,124084.801988495
2082,116170.066541758
2083,143433.535432626
2084,113491.926139551
2085,118954.957709851
2086,117001.430375967
2087,120982.581951183
2088,96730.4423880776
2089,73094.0321050948
2090,135197.29425311
2091,124959.105291363
2092,130510.056119721
2093,126058.51911258
2094,130488.927199339
2095,148871.732373486
2096,82070.1679946612
2097,97375.2751415559
2098,141972.870107019
2099,68260.7321423512
2100,100180.983885177
2101,120803.885594419
2102,127988.4888338
2103,104305.546240568
2104,127172.118229343
2105,124809.491175536
2106,70831.2500874361
2107,227391.548562389
2108,116021.272789133
2109,111500.908834595
2110,126685.645808747
2111,153033.66768557
2112,133879.573933532
2113,117231.66494086
2114,108725.381342303
2115,154197.631613899
2116,122129.037417866
2117,142349.769322523
2118,121851.541669004
2119,105791.212430155
2120,121412.143570354
2121,85184.6560227889
2122,86603.6377261309
2123,91885.7861690659
2124,177285.001123075
2125,122083.763697557
2126,145638.514213079
2127,159620.188927463
2128,124576.195719723
2129,107128.740828524
2130,133585.617964959
2131,154778.586820699
2132,118840.55655108
2133,123674.756371301
2134,119223.047731748
2135,101286.122301693
2136,64517.8473282872
2137,110334.796271809
2138,132650.648382152
2139,147277.307401917
2140,146043.140296228
2141,142757.717657619
2142,130023.838313357
2143,134660.16826014
2144,127405.490606708
2145,144332.057572576
2146,160130.694337458
2147,136216.139343578
2148,135496.911311234
2149,144728.05296912
2150,223289.489597616
2151,123428.982952812
2152,183374.556568805
2153,159679.963247986
2154,112995.236676247
2155,136438.951259646
2156,254105.113479453
2157,236369.703654476
2158,244957.101329424
2159,218198.762669092
2160,174423.375784425
2161,239379.869713068
2162,441192.257253824
2163,346725.847727121
2164,237332.679891275
2165,186186.651410958
2166,145206.187855601
2167,225541.462276427
2168,194231.622329547
2169,196906.689339613
2170,217806.149268513
2171,143708.289350872
2172,136200.087473343
2173,157900.125000121
2174,230856.670525103
2175,308150.600446764
2176,330857.261563212
2177,242446.824764827
2178,209176.568823909
2179,137075.951277868
2180,208387.321865529
2181,195094.920193225
2182,222490.683803271
2183,188260.616804914
2184,124406.984956609
2185,132014.870867732
2186,139799.313945265
2187,155410.980495846
2188,159982.704033271
2189,218564.300285756
2190,82376.6502777062
2191,84510.7245525866
2192,95731.8941371132
2193,113326.155991376
2194,106103.876565999
2195,118577.247371723
2196,103977.495474937
2197,120034.971008564
2198,162495.097244969
2199,176478.565683842
2200,142891.846399792
2201,144622.680631967
2202,218537.650074724
2203,145333.540701341
2204,194761.74993932
2205,111682.806571415
2206,149118.060560203
2207,218406.318340955
2208,266905.847575138
2209,203329.017404293
2210,121323.422143681
2211,118811.05895508
2212,111537.865516817
2213,107329.041624891
2214,126051.091144876
2215,112318.855160387
2216,152494.685896808
2217,86541.4686731291
2218,74548.2546799468
2219,73963.6884260937
2220,75464.8839953915
2221,330844.54905452
2222,258096.167575117
2223,285274.086947121
2224,204774.377455901
2225,122692.594280018
2226,175751.501930591
2227,197295.480821226
2228,268315.929431897
2229,246113.488970934
2230,147628.639851902
2231,218533.716073608
2232,173441.345612752
2233,177958.385347902
2234,252484.757682409
2235,218819.442724482
2236,282273.806485811
2237,368770.349805596
2238,216284.934300707
2239,119729.636021249
2240,159684.512161511
2241,155542.491681014
2242,128123.540743974
2243,126700.992428135
2244,114385.785331392
2245,110737.576248307
2246,147324.498849274
2247,109311.786023471
2248,125178.725517344
2249,127734.811927202
2250,136908.035829815
2251,121215.9569859
2252,175102.765545974
2253,147790.251500719
2254,169864.254836847
2255,180600.518232567
2256,184732.009134528
2257,194420.822252135
2258,168144.422444809
2259,172403.717467771
2260,175004.133996425
2261,199862.223232352
2262,222278.189906384
2263,355225.860394605
2264,410087.730080487
2265,184819.934578401
2266,300132.890394872
2267,397068.053849321
2268,394962.284647771
2269,147879.439850314
2270,194043.96592413
2271,233622.241757129
2272,209675.901018453
2273,165351.641335438
2274,175832.302514415
2275,143846.81134556
2276,181359.986008165
2277,182355.888979686
2278,147673.928703328
2279,130244.399792527
2280,123288.335498267
2281,162502.753516476
2282,184961.198833387
2283,104856.579438392
2284,105501.567364709
2285,154940.862193377
2286,123339.198908943
2287,360425.66958448
2288,261090.560554606
2289,424770.095281959
2290,471986.79793496
2291,321943.892269711
2292,434056.452085237
2293,509372.571966816
2294,402188.792631606
2295,445833.381811364
2296,235550.622642219
2297,311788.467497702
2298,320619.691786995
2299,382941.212307596
2300,346177.573131476
2301,273257.836054079
2302,244270.84765848
2303,246534.25243488
2304,235783.531686075
2305,179052.762075423
2306,176345.614060796
2307,182255.690286482
2308,219606.537197059
2309,285326.470918958
2310,214692.484917615
2311,201092.595777309
2312,174205.84848697
2313,175565.395119797
2314,177980.125306259
2315,178803.992600725
2316,191990.721640364
2317,179946.813149109
2318,176366.076848526
2319,183174.655388762
2320,193864.815083547
2321,239290.581409447
2322,174672.707639431
2323,181318.566529865
2324,168238.614676098
2325,212282.87668003
2326,167265.606701341
2327,215816.816297118
2328,234990.951728886
2329,179763.468011449
2330,168671.208016019
2331,349109.340873061
2332,454348.744310226
2333,311667.482730302
2334,256105.482447989
2335,266641.481404827
2336,341020.211222676
2337,202458.589775722
2338,282312.238011818
2339,228191.419986901
2340,411396.974925367
2341,217213.515385295
2342,233717.15072018
2343,222892.320644063
2344,235779.525038464
2345,233237.409229369
2346,221666.562548052
2347,195687.595961274
2348,235506.934016014
2349,167214.638787336
2350,289537.44285693
2351,249667.048061291
2352,248810.032402278
2353,245062.837372699
2354,138417.801572827
2355,164162.6346706
2356,149257.883627753
2357,196235.843877112
2358,196688.385838048
2359,132749.477521661
2360,114466.171951062
2361,142575.710533387
2362,273409.031415617
2363,140893.700212719
2364,160343.73025825
2365,224732.38980506
2366,203563.592533101
2367,223717.618134659
2368,220866.441493054
2369,221938.036765693
2370,162578.019076743
2371,164662.570676315
2372,189796.043336518
2373,279408.619670636
2374,304483.822423149
2375,246424.819616485
2376,282180.122308991
2377,420950.024947344
2378,140503.187751195
2379,187665.993606704
2380,139418.24973589
2381,154190.0890434
2382,192312.221183073
2383,201984.301323811
2384,242881.748379531
2385,164575.629319301
2386,137364.476763929
2387,140881.920713278
2388,104046.889134434
2389,133238.230988035
2390,145925.738424358
2391,146692.706519711
2392,116965.112469061
2393,169767.634742065
2394,148221.266848524
2395,207324.271147154
2396,144504.190005414
2397,212664.917654752
2398,129908.160273562
2399,64236.0355499909
2400,62483.0828912139
2401,109180.920519111
2402,136085.236666561
2403,139079.32792232
2404,149321.308676067
2405,156778.289133915
2406,149030.132109714
2407,126525.120636362
2408,142399.872684598
2409,130199.682661641
2410,171095.832621573
2411,122733.486107518
2412,158705.891124217
2413,132886.183748087
2414,139696.404155979
2415,136451.339516812
2416,134914.677510547
2417,132006.227904432
2418,127378.313445337
2419,117172.227220849
2420,127318.343483133
2421,151214.869455871
2422,110610.725648678
2423,125778.597920948
2424,156080.611911628
2425,202661.908462768
2426,131821.178794669
2427,137689.453135771
2428,169743.389687014
2429,116137.609039475
2430,131174.497684032
2431,113480.204209762
2432,151779.222253052
2433,150637.394391783
2434,142275.675681471
2435,151015.221102647
2436,116453.46523745
2437,105143.590695182
2438,129043.047023199
2439,114932.835412288
2440,116319.842139634
2441,102306.986371361
2442,107012.01933676
2443,120627.758104182
2444,128143.706281926
2445,77710.6814953282
2446,127873.842313279
2447,187075.905109307
2448,128140.949434599
2449,104411.033335212
2450,146937.27725106
2451,131655.714132773
2452,205564.226589736
2453,98962.7977271846
2454,134532.460874725
2455,119953.289332831
2456,133462.955286252
2457,123277.08325991
2458,120470.718071344
2459,106278.444112245
2460,132577.534105168
2461,107356.561197372
2462,136493.83138681
2463,121704.717413322
2464,169332.276767748
2465,130667.612666794
2466,105008.835317255
2467,138179.236752583
2468,70240.1879172004
2469,72102.8640207407
2470,180455.054446706
2471,204988.401199102
2472,158307.294638773
2473,114993.498471429
2474,90160.9004156171
2475,218300.57714349
2476,105048.792998725
2477,130147.45761077
2478,152240.135082906
2479,102849.280904599
2480,138737.462413595
2481,123607.755558678
2482,132245.453125412
2483,119289.472420337
2484,119722.49861179
2485,125376.118208378
2486,158365.724624122
2487,154296.385489114
2488,157596.878404467
2489,149501.804291073
2490,149744.349486504
2491,90831.9009695893
2492,172641.851512231
2493,151901.762146965
2494,165185.686332445
2495,94548.3772311991
2496,236739.329632128
2497,151993.976846249
2498,111703.63993774
2499,106143.647642154
2500,125876.220092773
2501,137696.008502186
2502,145614.513734635
2503,93527.7888888159
2504,184885.964925539
2505,231222.420092843
2506,252755.111381174
2507,294743.958766097
2508,256078.497597516
2509,215980.850851898
2510,221339.288084481
2511,177175.748878126
2512,208200.207546835
2513,208520.589756198
2514,228581.903380415
2515,138931.908958254
2516,164859.521605714
2517,138016.832971362
2518,143694.161574734
2519,218860.142793912
2520,205419.702233324
2521,186228.611714973
2522,221167.319607024
2523,126019.631466879
2524,136993.673476247
2525,144471.191841754
2526,132007.616312398
2527,116380.90516838
2528,129140.694790125
2529,137200.12022073
2530,116952.54086795
2531,249044.585552293
2532,227336.456130607
2533,194153.352942913
2534,234012.783721542
2535,322219.400647903
2536,252994.144759763
2537,238597.570197338
2538,183322.394722325
2539,187689.704582324
2540,173361.86433462
